H0,H1,H2,date,alias
'Why did my brother die in police custody?',,,2020-06-28,bbcnews
A threat to Indias unique tea culture,,,2020-06-28,bbcnews
The surprising truth about the hot dog,,,2020-06-28,bbcnews
The most powerful word in English,,,2020-06-28,bbcnews
How much of your body is actually you?,,,2020-06-28,bbcnews
The tribe that sees like no one else,,,2020-06-28,bbcnews
Canada's lost social experiment,,,2020-06-28,bbcnews
Sterling seals Man City semi-final spot,,,2020-06-28,bbcnews
"Man Utd face Chelsea in FA Cup semi-finals, Arsenal play Man City",,,2020-06-28,bbcnews
Barkley goal takes Chelsea into FA Cup last four,,,2020-06-28,bbcnews
Ceballos' late goal sends Arsenal to FA Cup semis,,,2020-06-28,bbcnews
Aspas goal dents Barcelona title hopes,,,2020-06-28,bbcnews
Ecclestone comments on race ignorant and uneducated - Hamilton,,,2020-06-28,bbcnews
Coronavirus updates: Global confirmed cases of COVID-19 surpass 10 million,,,2020-06-28,abcnews
"The U.S. has more than 2.5 million diagnosed cases and at least 125,039 deaths.",,,2020-06-28,abcnews
"Virus death toll drops to 5 in NY, once the US epicenter",,,2020-06-28,abcnews
'Outrageous' Trump reportedly didn't respond to intel on threats on US troops: Pelosi,,,2020-06-28,abcnews
Baby bird lands in young girls hair,,,2020-06-28,abcnews
Trump approvingly tweets video showing 'white power' chant,,,2020-06-28,abcnews
Mississippi set to remove Confederate emblem from its flag,,,2020-06-28,abcnews
4 California officers on leave amid probe of racist posts,,,2020-06-28,abcnews
Cities push back against governors' lax COVID-19 safeguards,,,2020-06-28,abcnews
Which US states require masks and which 4 don't at all?,,,2020-06-28,abcnews
"Trump campaign postpones VP rallies in Arizona, Florida",,,2020-06-28,abcnews
Trump signs executive order on federal hiring,,,2020-06-28,abcnews
"Amid pandemic, Trump administration asks Supreme Court to overturn Obamacare",,,2020-06-28,abcnews
Arkansas governor calls on Trump to invoke DPA to increase testing capacity,,,2020-06-28,abcnews
Biden campaign says 36% of senior staff are people of color,,,2020-06-28,abcnews
AG Barr creates task force focused on 'countering anti-government extremists',,,2020-06-28,abcnews
Campaign raises money for Black-led political groups every time Trump tweets,,,2020-06-28,abcnews
Trump tweet fuels speculation of Stone pardon,,,2020-06-28,abcnews
"In reversal, Trump administration will extend support to Texas COVID-19 testing sites",,,2020-06-28,abcnews
Country at war with COVID-19 sees rising concerns over virus: POLL,,,2020-06-28,abcnews
"For the first time, House votes to grant statehood to DC",,,2020-06-28,abcnews
Retired Gen. Joseph Dunford is candidate for chair of oversight commission: Sources,,,2020-06-28,abcnews
Madison Cawthorn says team 'kept all politics local' to win primary,,,2020-06-28,abcnews
How COVID-19 exacerbated America's wealth gap,,,2020-06-28,abcnews
Businesses weigh reopening - or close again - as cases rise,,,2020-06-28,abcnews
Church warned to stop claiming COVID can be eliminated with air filtration,,,2020-06-28,abcnews
Ex-employee identified as shooter killed by police in Walmart warehouse rampage,,,2020-06-28,abcnews
Reopened for business: Here's how states responded to coronavirus in May,,,2020-06-28,abcnews
Economy vs. death: How April shaped Americas coronavirus response,,,2020-06-28,abcnews
How did we get here? Americans' response to coronavirus in March,,,2020-06-28,abcnews
Should you wear gloves while you grocery shop?,,,2020-06-28,abcnews
Coronavirus testing in the US,,,2020-06-28,abcnews
Timeline: Trumps response to the coronavirus pandemic,,,2020-06-28,abcnews
How can antibodies be used to treat COVID-19: Blood plasma explained,,,2020-06-28,abcnews
PPE shortage: How did it happen?,,,2020-06-28,abcnews
Coronavirus and the human body,,,2020-06-28,abcnews
Tips for dining out during the coronavirus pandemic,,,2020-06-28,abcnews
Starbucks latest to say it will pause social media ads,,,2020-06-28,abcnews
Black candidates push race debate into GOP-held districts,,,2020-06-28,abcnews
Thousands gather in Denver to protest Elijah Mc,,,2020-06-28,abcnews
Police departments need better training to handle mental health emergencies: Experts,,,2020-06-28,abcnews
"Even in Pride Month, LGBTQ businesses struggle to survive amid COVID",,,2020-06-28,abcnews
Virtual Pride events offer new way to celebrate LGBTQ history and culture in June,,,2020-06-28,abcnews
Key Moments in Fight for Gay Rights,,,2020-06-28,abcnews
Photos: EMS first responders on the front lines of coronavirus pandemic,,,2020-06-28,abcnews
Special prosecutor will investigate 2019 death of Elijah Mc,,,2020-06-28,abcnews
"BLM Protest, Social Distancing, Juneteenth: This Week In Pictures",,,2020-06-28,abcnews
"PHOTOS: Death of George Floyd sparks widespread outcry, protests",,,2020-06-28,abcnews
Photos: George Floyd murals around the world,,,2020-06-28,abcnews
Lawrence Brownlee is in limited company as a star Black tenor. He has some ideas why.,,,2020-06-28,abcnews
"Baby, Roddy Ricch to help BET celebrate awards virtually",,,2020-06-28,abcnews
Children in coronavirus lockdown draw what they miss most,,,2020-06-28,abcnews
Daytime Emmys go virtual in age of coronavirus pandemic,,,2020-06-28,abcnews
Carrie Fisher's daughter Billie Lourd announces she's engaged!,,,2020-06-28,abcnews
"World leaders, stars unite at event aimed at fighting virus",,,2020-06-28,abcnews
These 2 moms are bringing diverse books to their community one lemonade at a time,,,2020-06-28,abcnews
'Jeopardy!' host Alex Trebek and wife Jean donate $500,,,2020-06-28,abcnews
K to local homeless shelter,,,2020-06-28,abcnews
Broadway star buys house built by slaves: 'I've never been prouder to be a Black man',,,2020-06-28,abcnews
'Mulan' release date pushed back again,,,2020-06-28,abcnews
How two fathers and their teenage sons are talking about race in America,,,2020-06-28,abcnews
Ariana Grande rings in 27 with a selfie featuring her new beau,,,2020-06-28,abcnews
Why Michael B. Jordan is playing free movies at drive-ins across the US all summer,,,2020-06-28,abcnews
Katy Perry shares her ultimate hope for her daughter,,,2020-06-28,abcnews
Nicole Kidman and Keith Urban celebrate wedding anniversary,,,2020-06-28,abcnews
Sia talks 'blessing' of motherhood after adopting 2 sons: 'I'm in heaven',,,2020-06-28,abcnews
Pediatrician adopts her 10-year-old patient and his younger sister,,,2020-06-28,abcnews
This bakery put a fun twist on the classic black-and-white cookie,,,2020-06-28,abcnews
"Search for Black-owned businesses up over 1,700% and people are craving fondue: Yelp",,,2020-06-28,abcnews
Beyonce to be honored with the Humanitarian Award at 2020 BET Awards,,,2020-06-28,abcnews
How higher tariffs on European exports could devastate the food and wine industry,,,2020-06-28,abcnews
Kanye West is bringing his Yeezy line to Gap,,,2020-06-28,abcnews
Check out these face masks designed to wear while working out,,,2020-06-28,abcnews
Jenna Marbles announces she's quitting You,,,2020-06-28,abcnews
Tube over 'shameful' videos,,,2020-06-28,abcnews
Faith Hill slams the Mississippi flag as a 'symbol of terror',,,2020-06-28,abcnews
Trisha Yearwood: Count on Garth Brooks to bring it for drive-in concerts this weekend,,,2020-06-28,abcnews
"How to do your own box braids like a pro: tools, tips and best practices",,,2020-06-28,abcnews
'GMA' Deals & Steals on summer fashion and accessories,,,2020-06-28,abcnews
"Joel Schumacher, Ian Holm and other notable people who died in 2020",,,2020-06-28,abcnews
George Floyd protests have spread to small cities and towns in the US,,,2020-06-28,abcnews
PHOTOS: Coronavirus outbreak sparks global health emergency,,,2020-06-28,abcnews
Scenes of the Summer,,,2020-06-28,abcnews
Photos: Creative coronavirus social distancing,,,2020-06-28,abcnews
Russia offered Taliban bounties: Military official,,,2020-06-28,abcnews
2 teens shot to death after asking man's height,,,2020-06-28,abcnews
At least 26 million at risk for summer storms,,,2020-06-28,abcnews
Protesters blast history of Emancipation Memorial,,,2020-06-28,abcnews
Don't fall for these 3 myths about face masks,,,2020-06-28,abcnews
This is why so many plants are green,,,2020-06-28,abcnews
Princeton removes Woodrow Wilson from school,,,2020-06-28,abcnews
MI police release excessive force video arrest ,,,2020-06-28,abcnews
Snake bites on the rise: How to stay safe,,,2020-06-28,abcnews
Body of a missing 20-year-old Oregon woman ID'ed,,,2020-06-28,abcnews
Police locate missing 2-year-old girl ,,,2020-06-28,abcnews
How new tariffs could hurt food and wine industry,,,2020-06-28,abcnews
Alleged Golden State Killer set to plead guilty,,,2020-06-28,abcnews
Trooper kills man who stabbed officer: Police,,,2020-06-28,abcnews
Rolling Stones threaten to sue Trump over song use,,,2020-06-28,abcnews
Courts strain to balance public health and access,,,2020-06-28,abcnews
UK considers first local lockdown in pandemic,,,2020-06-28,abcnews
"DC mayor between activists, police in funds battle",,,2020-06-28,abcnews
2 dead after shooting in California,,,2020-06-28,abcnews
Britain's top civil servant steps down from role,,,2020-06-28,abcnews
China reviews criticized Hong Kong security bill,,,2020-06-28,abcnews
Taiwan holds LGBT pride parade despite coronavirus,,,2020-06-28,abcnews
France holds municipal elections postponed by virus crisis,,,2020-06-28,abcnews
Exit poll: Duda leads in Poland's presidential election,,,2020-06-28,abcnews
4 men charged in attack on Jackson statue near White House,,,2020-06-28,abcnews
Israeli court releases anti-Netanyahu activist,,,2020-06-28,abcnews
Moroccan authorities deny using spyware,,,2020-06-28,abcnews
Visitor bans renew interest in nursing home cams,,,2020-06-28,abcnews
Ambush of Mexico City chief blamed on cartel,,,2020-06-28,abcnews
Man charged in connection with cross burning,,,2020-06-28,abcnews
Egypt eases restrictions despite surge in cases,,,2020-06-28,abcnews
4 men killed in gunfight with Bangladesh police,,,2020-06-28,abcnews
Dolphin peeks out of water to see dogs on a boat,,,2020-06-28,abcnews
Koala joey enjoys her 1st eucalyptus leaf ,,,2020-06-28,abcnews
Baby elephant explores enclosure ,,,2020-06-28,abcnews
Soccer field turns into drive-in theater ,,,2020-06-28,abcnews
Coronavirus Live Updates: Global Tally of Known Cases Passes 10 Million,"Vice President Mike Pence asserts that increased testing explains a surge in cases, but experts and evidence say otherwise. Taiwan holds a Pride Parade in support of those who cant.",,2020-06-28,nytimes
"After Asking Americans to Sacrifice in Shutdown, Leaders Failed to Control Virus","As Covid-19 cases surge, it is clear many governors underestimated the coronavirus and rushed to reopen before their states were ready.",,2020-06-28,nytimes
African Migrants in Yemen Scapegoated for Coronavirus Outbreak,Migrants say Houthi militias that control northern Yemen are brutally forcing them out of their territory and into dangerous situations.,,2020-06-28,nytimes
"With Flights Banned, Son Sails Solo Across Atlantic to Reach Father, 90",An Argentine man stuck in Portugal because of the virus travels for 85 days the only way he could: in a small boat.,,2020-06-28,nytimes
We Could Be Feeling This for the Next Decade: Virus Hits College Towns,"Opening bars and bringing back football teams have led to new outbreaks. Communities that evolved around campuses face potentially existential losses in population, jobs and revenue.",,2020-06-28,nytimes
